,id,has_online_delivery,has_table_booking,is_delivering_now,switch_to_order_menu,cuisines,average_cost_for_two,price_range,votes,aggregate_rating,currency
3024,309788,0,0,0,0,2,1300,3,1914,4.2,Rs.
3025,18124357,1,0,0,0,1,1300,3,1523,3.4,Rs.
3026,1777,0,0,0,0,3,800,2,3530,4.3,Rs.
3027,1819,0,0,0,0,2,1000,3,3495,4.1,Rs.
3028,2786,1,1,0,0,2,1950,3,1971,4.2,Rs.
3029,306503,0,0,0,0,3,600,2,3311,4.2,Rs.
3030,306476,0,0,0,0,3,1400,3,1980,4.1,Rs.
3031,308016,0,0,0,0,4,2300,4,1046,3.8,Rs.
3032,2787,1,1,0,0,2,2000,4,1887,4.3,Rs.
3033,2004,0,0,0,0,1,4000,4,1934,4.9,Rs.
3034,18306523,0,0,0,0,4,800,2,877,3.6,Rs.
3035,309790,0,1,0,0,4,1600,3,3413,3.9,Rs.
3036,310592,1,1,0,0,4,800,2,1439,3.9,Rs.
3037,3431,1,1,0,0,3,1400,3,802,4.0,Rs.
3038,304299,0,1,0,0,4,1600,3,3002,4.3,Rs.
3039,301605,0,0,0,0,5,1500,3,4914,3.7,Rs.
3040,4249,0,0,0,0,3,400,1,3591,4.3,Rs.
3041,18272355,0,0,0,0,4,1800,3,749,3.9,Rs.
3042,304746,0,1,0,0,4,2000,4,1691,4.6,Rs.
3043,18258484,1,0,0,0,4,800,2,636,4.1,Rs.
3044,309788,0,0,0,0,2,1300,3,1914,4.2,Rs.
3045,18124357,1,0,0,0,1,1300,3,1523,3.4,Rs.
3046,1777,0,0,0,0,3,800,2,3530,4.3,Rs.
3047,3283,0,1,0,0,3,3000,4,185,3.8,Rs.
3048,813,0,0,0,0,1,1000,3,243,3.7,Rs.
3049,18264963,0,0,0,0,4,2200,4,165,4.0,Rs.
3050,586,1,0,0,0,7,600,2,173,3.3,Rs.
3051,18157416,1,1,0,0,1,1800,3,169,4.0,Rs.
3052,3425,0,1,0,0,3,2000,4,203,3.8,Rs.
3053,18421051,0,1,0,0,1,1600,3,64,4.4,Rs.
3054,18221038,0,1,0,0,2,2000,4,79,4.0,Rs.
3055,154,1,0,0,0,4,500,2,188,3.7,Rs.
3056,308537,0,0,0,0,2,200,1,154,3.8,Rs.
3057,302742,0,0,0,0,1,450,1,162,3.7,Rs.
3058,309576,0,0,0,0,1,600,2,157,3.9,Rs.
3059,301422,0,1,0,0,1,3200,4,147,3.7,Rs.
3060,303574,1,0,0,0,6,650,2,120,2.5,Rs.
3061,3403,0,1,0,0,2,2200,4,127,3.6,Rs.
3062,4624,0,0,0,0,2,800,2,89,3.3,Rs.
3063,6271,0,0,0,0,1,400,1,79,3.7,Rs.
3064,18361747,0,0,0,0,3,800,2,34,3.6,Rs.
3065,3239,0,1,0,0,3,3000,4,50,3.3,Rs.
3066,5784,0,0,0,0,2,400,1,39,3.3,Rs.
3067,18377458,0,0,0,0,1,100,1,7,3.0,Rs.
3068,18355119,0,0,0,0,3,500,2,2,0.0,Rs.
3069,18458308,1,0,0,0,1,300,1,4,2.8,Rs.
3070,9886,0,0,0,0,1,100,1,10,2.7,Rs.
3071,3479,1,0,0,0,1,200,1,3,0.0,Rs.
3072,310794,0,0,0,0,2,400,1,4,2.9,Rs.
3073,18409218,1,0,0,0,2,600,2,2,0.0,Rs.
3074,18355111,0,0,0,0,2,400,1,3,0.0,Rs.
3075,18414496,0,0,0,0,2,400,1,2,0.0,Rs.
3076,18273617,1,0,0,0,1,300,1,3,0.0,Rs.
3077,18423121,0,0,0,0,2,100,1,2,0.0,Rs.
3078,18388133,1,0,0,0,1,500,2,2,0.0,Rs.
3079,18357958,0,0,0,0,1,200,1,2,0.0,Rs.
3080,9883,0,0,0,0,2,150,1,2,0.0,Rs.
3081,9884,0,0,0,0,1,150,1,2,0.0,Rs.
3082,18380379,0,0,0,0,2,500,2,1,0.0,Rs.
3083,313419,0,0,0,0,3,450,1,2,0.0,Rs.
3084,18425767,0,0,0,0,3,600,2,1,0.0,Rs.
3085,18432652,0,0,0,0,2,400,1,0,0.0,Rs.
3086,18312598,0,0,0,0,2,500,2,0,0.0,Rs.
3087,2100702,0,0,0,0,1,1500,4,774,4.9,Rs.
3088,16608059,0,0,0,0,2,30,3,339,4.4,$
3089,17558684,0,0,0,0,3,10,1,96,4.3,$
3090,16604896,0,0,0,0,3,7,1,93,3.8,$
3091,17536645,0,0,0,0,1,10,1,83,3.7,$
3092,2900633,0,0,0,0,5,1200,3,154,4.6,Rs.
3093,16609169,0,0,0,0,2,30,3,176,3.8,$
3094,18354483,0,0,0,0,1,1500,3,868,4.3,Rs.
3095,17482142,0,0,0,0,2,10,1,17,2.4,$
3096,18400530,0,0,0,0,3,150000,3,22,4.2,IDR
3097,16611498,0,0,0,0,2,20,2,18,3.6,$
3098,16608209,0,0,0,0,3,20,2,96,3.6,$
3099,16612550,0,0,0,0,2,20,2,40,4.1,$
3100,16611114,0,0,0,0,2,20,2,25,3.5,$
3101,18224282,0,0,0,0,5,700,2,233,4.3,Rs.
3102,16512333,0,0,0,0,4,1400,4,2191,4.3,Rs.
3103,17559793,0,0,0,0,3,25,2,16,3.2,$
3104,16607969,0,0,0,0,2,20,2,29,3.7,$
3105,17842104,0,0,0,0,1,20,2,31,3.5,$
3106,17687832,0,0,0,0,2,25,2,65,3.6,$
3107,1819,0,0,0,0,2,1000,3,3495,4.1,Rs.
3108,2786,1,1,0,0,2,1950,3,1971,4.2,Rs.
3109,306503,0,0,0,0,3,600,2,3311,4.2,Rs.
3110,306476,0,0,0,0,3,1400,3,1980,4.1,Rs.
3111,308016,0,0,0,0,4,2300,4,1046,3.8,Rs.
3112,2787,1,1,0,0,2,2000,4,1887,4.3,Rs.
3113,2004,0,0,0,0,1,4000,4,1934,4.9,Rs.
3114,18306523,0,0,0,0,4,800,2,877,3.6,Rs.
3115,309790,0,1,0,0,4,1600,3,3413,3.9,Rs.
3116,310592,1,1,0,0,4,800,2,1439,3.9,Rs.
3117,3431,1,1,0,0,3,1400,3,802,4.0,Rs.
3118,304299,0,1,0,0,4,1600,3,3002,4.3,Rs.
3119,301605,0,0,0,0,5,1500,3,4914,3.7,Rs.
3120,4249,0,0,0,0,3,400,1,3591,4.3,Rs.
3121,18272355,0,0,0,0,4,1800,3,749,3.9,Rs.
3122,304746,0,1,0,0,4,2000,4,1691,4.6,Rs.
3123,18258484,1,0,0,0,4,800,2,636,4.1,Rs.
3124,309788,0,0,0,0,2,1300,3,1914,4.2,Rs.
3125,18124357,1,0,0,0,1,1300,3,1523,3.4,Rs.
3126,1777,0,0,0,0,3,800,2,3530,4.3,Rs.
3127,7720,1,0,0,0,3,650,2,62,3.3,Rs.
3128,602,0,0,0,0,1,750,2,42,3.2,Rs.
3129,1401,0,0,0,0,2,400,1,32,2.8,Rs.
3130,2585,1,0,0,0,2,600,2,35,3.2,Rs.
3131,4101,0,0,0,0,2,900,2,19,3.3,Rs.
3132,709,1,0,0,0,1,300,1,38,3.3,Rs.
3133,7721,1,0,0,0,2,800,2,44,2.9,Rs.
3134,18322518,0,1,0,0,2,900,2,21,3.3,Rs.
3135,2245,0,0,0,0,3,300,1,27,2.8,Rs.
3136,3202,0,1,0,0,1,3000,4,26,3.1,Rs.
3137,924,0,0,0,0,2,500,2,24,3.2,Rs.
3138,18175255,0,0,0,0,1,450,1,10,2.9,Rs.
3139,2578,0,0,0,0,3,400,1,28,3.1,Rs.
3140,18354650,0,0,0,0,2,700,2,19,2.8,Rs.
3141,310348,0,1,0,0,4,2500,4,24,2.7,Rs.
3142,18376488,1,0,0,0,1,400,1,13,3.3,Rs.
3143,308334,0,0,0,0,2,700,2,28,2.9,Rs.
3144,18144480,0,0,0,0,3,800,2,21,2.8,Rs.
3145,308332,0,0,0,0,4,400,1,16,2.7,Rs.
3146,18303863,0,0,0,0,2,600,2,15,2.7,Rs.
3147,2863,0,0,0,0,3,800,2,245,3.2,Rs.
3148,9751,0,0,0,0,2,450,1,137,3.7,Rs.
3149,18272370,1,0,0,0,3,250,1,135,4.1,Rs.
3150,18400733,1,0,0,0,2,300,1,79,3.8,Rs.
3151,1037,1,1,0,0,5,1550,3,191,3.3,Rs.
3152,3814,1,0,0,0,3,850,2,246,3.5,Rs.
3153,1036,1,1,0,0,3,800,2,198,2.8,Rs.
3154,948,1,1,0,0,2,1500,3,141,3.5,Rs.
3155,307746,1,0,0,0,3,500,2,218,3.4,Rs.
3156,2222,0,0,0,0,1,450,1,223,3.7,Rs.
3157,18376472,1,0,0,0,2,1000,3,113,3.9,Rs.
3158,18348970,1,0,0,0,2,300,1,126,4.3,Rs.
3159,18303724,0,1,0,0,3,1500,3,96,3.9,Rs.
3160,6179,1,0,0,0,2,600,2,182,2.2,Rs.
3161,1040,1,1,0,0,2,800,2,183,3.0,Rs.
3162,301190,1,0,0,0,4,500,2,183,2.8,Rs.
3163,313206,1,1,0,0,2,900,2,153,4.0,Rs.
3164,5726,1,0,0,0,2,400,1,145,3.7,Rs.
3165,309452,1,0,0,0,3,250,1,103,3.4,Rs.
3166,8346,1,0,0,0,2,1500,3,148,3.6,Rs.
3167,18317517,1,0,0,0,3,1100,3,105,3.9,Rs.
3168,302478,0,0,0,0,2,400,1,116,3.8,Rs.
3169,309477,0,0,0,0,3,1000,3,246,3.4,Rs.
3170,18386761,1,1,0,0,2,1400,3,68,4.1,Rs.
3171,311515,1,0,0,0,3,850,2,199,3.4,Rs.
3172,2653,1,0,0,0,1,300,1,155,3.9,Rs.
3173,308865,0,0,0,0,2,500,2,173,4.1,Rs.
3174,4385,1,0,0,0,2,800,2,146,3.3,Rs.
3175,18396409,1,0,0,0,2,450,1,83,4.3,Rs.
3176,18291475,0,0,0,0,1,500,2,53,3.7,Rs.
3177,18456728,0,1,0,0,3,1000,3,22,4.1,Rs.
3178,18365895,1,0,0,0,2,800,2,81,4.1,Rs.
3179,18415352,0,0,0,0,1,1000,3,50,3.8,Rs.
3180,18203180,0,0,0,0,3,2000,4,85,3.8,Rs.
3181,9835,1,1,0,0,3,800,2,89,3.3,Rs.
3182,18377926,1,0,0,0,1,600,2,93,3.9,Rs.
3183,147,1,0,0,0,4,500,2,115,2.5,Rs.
3184,312302,0,0,0,0,1,600,2,158,4.0,Rs.
3185,18313122,1,0,0,0,2,500,2,51,3.8,Rs.
3186,18371438,1,1,0,0,1,1800,3,54,3.8,Rs.
3187,18481294,0,0,0,0,1,100,1,0,0.0,Rs.
3188,18372315,0,0,0,0,2,850,2,1,0.0,Rs.
3189,18425177,0,0,0,0,2,200,1,0,0.0,Rs.
3190,18412904,1,0,0,0,1,200,1,0,0.0,Rs.
3191,18481289,0,0,0,0,2,200,1,0,0.0,Rs.
3192,18250897,0,0,0,0,1,300,1,0,0.0,Rs.
3193,18354330,0,0,0,0,1,200,1,0,0.0,Rs.
3194,18430894,0,0,0,0,2,550,2,0,0.0,Rs.
3195,18424593,0,0,0,0,1,200,1,0,0.0,Rs.
3196,308322,1,1,0,0,4,1600,3,7931,4.3,Rs.
3197,307490,0,1,0,0,2,1850,3,1823,4.1,Rs.
3198,1777,0,0,0,0,3,800,2,3530,4.3,Rs.
3199,301442,0,1,0,0,5,1800,3,2247,3.7,Rs.
3200,307931,1,1,0,0,2,1400,3,1033,4.5,Rs.
3201,303092,1,1,0,0,3,1600,3,1199,4.1,Rs.
3202,8893,1,1,0,0,2,2000,4,1878,3.9,Rs.
3203,89,1,0,0,0,1,500,2,1627,4.2,Rs.
3204,301131,1,1,0,0,5,1600,3,1845,3.8,Rs.
3205,5030,0,1,0,0,4,1800,3,3697,3.7,Rs.
3206,307360,1,1,0,0,3,1700,3,969,4.0,Rs.
3207,1819,0,0,0,0,2,1000,3,3495,4.1,Rs.
3208,2786,1,1,0,0,2,1950,3,1971,4.2,Rs.
3209,306503,0,0,0,0,3,600,2,3311,4.2,Rs.
3210,306476,0,0,0,0,3,1400,3,1980,4.1,Rs.
3211,308016,0,0,0,0,4,2300,4,1046,3.8,Rs.
3212,2787,1,1,0,0,2,2000,4,1887,4.3,Rs.
3213,2004,0,0,0,0,1,4000,4,1934,4.9,Rs.
3214,18306523,0,0,0,0,4,800,2,877,3.6,Rs.
3215,309790,0,1,0,0,4,1600,3,3413,3.9,Rs.
3216,310592,1,1,0,0,4,800,2,1439,3.9,Rs.
3217,3431,1,1,0,0,3,1400,3,802,4.0,Rs.
3218,304299,0,1,0,0,4,1600,3,3002,4.3,Rs.
3219,301605,0,0,0,0,5,1500,3,4914,3.7,Rs.
3220,4249,0,0,0,0,3,400,1,3591,4.3,Rs.
3221,18272355,0,0,0,0,4,1800,3,749,3.9,Rs.
3222,304746,0,1,0,0,4,2000,4,1691,4.6,Rs.
3223,18258484,1,0,0,0,4,800,2,636,4.1,Rs.
3224,309788,0,0,0,0,2,1300,3,1914,4.2,Rs.
3225,18124357,1,0,0,0,1,1300,3,1523,3.4,Rs.
3226,1777,0,0,0,0,3,800,2,3530,4.3,Rs.
3227,2100702,0,0,0,0,1,1500,4,774,4.9,Rs.
3228,16608059,0,0,0,0,2,30,3,339,4.4,$
3229,17558684,0,0,0,0,3,10,1,96,4.3,$
3230,16604896,0,0,0,0,3,7,1,93,3.8,$
3231,17536645,0,0,0,0,1,10,1,83,3.7,$
3232,2900633,0,0,0,0,5,1200,3,154,4.6,Rs.
3233,16609169,0,0,0,0,2,30,3,176,3.8,$
3234,18354483,0,0,0,0,1,1500,3,868,4.3,Rs.
3235,17482142,0,0,0,0,2,10,1,17,2.4,$
3236,18400530,0,0,0,0,3,150000,3,22,4.2,IDR
3237,16611498,0,0,0,0,2,20,2,18,3.6,$
3238,16608209,0,0,0,0,3,20,2,96,3.6,$
3239,16612550,0,0,0,0,2,20,2,40,4.1,$
3240,16611114,0,0,0,0,2,20,2,25,3.5,$
3241,18224282,0,0,0,0,5,700,2,233,4.3,Rs.
3242,16512333,0,0,0,0,4,1400,4,2191,4.3,Rs.
3243,17559793,0,0,0,0,3,25,2,16,3.2,$
3244,16607969,0,0,0,0,2,20,2,29,3.7,$
3245,17842104,0,0,0,0,1,20,2,31,3.5,$
3246,17687832,0,0,0,0,2,25,2,65,3.6,$
3247,304542,0,0,0,0,3,350,1,26,2.7,Rs.
3248,18416840,1,0,0,0,1,300,1,11,2.7,Rs.
3249,18469980,0,0,0,0,2,800,2,8,3.2,Rs.
3250,301325,0,0,0,0,1,400,1,21,2.6,Rs.
3251,18381236,0,0,0,0,2,800,2,17,3.4,Rs.
3252,301327,1,0,0,0,2,500,2,21,3.1,Rs.
3253,304546,0,0,0,0,1,350,1,21,2.8,Rs.
3254,18245263,0,0,0,0,2,250,1,19,3.4,Rs.
3255,18313482,0,0,0,0,1,800,2,13,3.3,Rs.
3256,300607,1,0,0,0,3,500,2,16,2.6,Rs.
3257,308599,0,0,0,0,1,100,1,12,3.2,Rs.
3258,311033,0,0,0,0,3,350,1,12,3.1,Rs.
3259,18252376,1,0,0,0,2,300,1,9,2.9,Rs.
3260,308277,0,0,0,0,2,350,1,10,2.9,Rs.
3261,306511,0,0,0,0,3,500,2,13,2.9,Rs.
3262,9841,0,0,0,0,2,250,1,6,2.9,Rs.
3263,312809,1,0,0,0,3,600,2,10,2.7,Rs.
3264,18287406,1,0,0,0,1,800,2,8,2.9,Rs.
3265,18494204,0,0,0,0,2,150,1,1,0.0,Rs.
3266,307025,0,0,0,0,1,150,1,8,2.8,Rs.
3267,18446491,0,0,0,0,8,550,2,3,0.0,Rs.
3268,18481317,0,0,0,0,2,300,1,0,0.0,Rs.
3269,312319,0,1,0,0,3,2500,4,5,3.0,Rs.
3270,18334400,0,0,0,0,1,600,2,3,0.0,Rs.
3271,18390311,0,0,0,0,1,500,2,3,0.0,Rs.
3272,18474934,0,0,0,0,2,300,1,1,0.0,Rs.
3273,18386746,0,0,0,0,5,600,2,2,0.0,Rs.
3274,18446483,0,0,0,0,2,1000,3,1,0.0,Rs.
3275,18409199,0,0,0,0,2,650,2,2,0.0,Rs.
3276,301581,0,0,0,0,1,1500,3,2,0.0,Rs.
3277,311858,0,0,0,0,1,500,2,4,3.0,Rs.
3278,18337885,0,0,0,0,1,800,2,0,0.0,Rs.
3279,18415386,0,0,0,0,2,3000,4,0,0.0,Rs.
3280,18446485,0,0,0,0,3,800,2,0,0.0,Rs.
3281,18397621,0,0,0,0,1,500,2,0,0.0,Rs.
3282,18416747,0,0,0,0,3,300,1,0,0.0,Rs.
3283,3547,0,1,0,0,2,3000,4,532,4.2,Rs.
3284,302282,0,1,0,0,1,3000,4,295,4.5,Rs.
3285,3545,0,1,0,0,3,3000,4,315,4.4,Rs.
3286,3546,0,0,0,0,1,1000,3,33,3.7,Rs.
3287,309471,1,0,0,0,2,400,1,21,3.5,Rs.
3288,300264,0,0,0,0,1,250,1,22,2.8,Rs.
3289,18425751,0,0,0,0,1,350,1,11,3.2,Rs.
3290,4235,0,1,0,0,1,3000,4,24,3.2,Rs.
3291,4500,0,0,0,0,1,500,2,17,3.3,Rs.
3292,2134,1,0,0,0,2,300,1,23,2.8,Rs.
3293,309510,0,0,0,0,2,350,1,10,2.9,Rs.
3294,310430,0,0,0,0,2,700,2,17,2.8,Rs.
3295,304621,0,0,0,0,2,200,1,16,3.3,Rs.
3296,300273,0,0,0,0,1,250,1,16,2.7,Rs.
3297,7393,0,0,0,0,3,250,1,12,2.8,Rs.
3298,304211,0,1,0,0,1,1200,3,11,2.9,Rs.
3299,312765,0,0,0,0,2,500,2,12,3.2,Rs.
3300,18397908,0,1,0,0,2,1000,3,6,3.0,Rs.
3301,311485,0,0,0,0,3,350,1,10,2.9,Rs.
3302,18146362,0,0,0,0,3,400,1,3,0.0,Rs.
3303,18472788,0,0,0,0,1,500,2,4,2.9,Rs.
3304,7388,0,0,0,0,3,250,1,8,2.9,Rs.
3305,18312585,0,0,0,0,1,450,1,2,0.0,Rs.
3306,18225831,0,0,0,0,1,300,1,3,0.0,Rs.
3307,5727,0,0,0,0,2,400,1,10,2.7,Rs.
3308,300888,0,0,0,0,1,150,1,7,2.9,Rs.
3309,311766,0,1,0,0,1,1500,3,7,3.0,Rs.
3310,18255171,0,1,0,0,2,2200,4,10,3.1,Rs.
3311,6222,0,0,0,0,2,350,1,6,2.9,Rs.
3312,18471330,0,0,0,0,1,400,1,1,0.0,Rs.
3313,6269,0,0,0,0,1,250,1,2,0.0,Rs.
3314,18391691,0,0,0,0,2,300,1,2,0.0,Rs.
3315,18444040,0,0,0,0,1,300,1,0,0.0,Rs.
3316,18425152,0,0,0,0,2,300,1,0,0.0,Rs.
3317,18289277,0,0,0,0,1,800,2,2,0.0,Rs.
3318,18287358,0,0,0,0,1,500,2,2,0.0,Rs.
3319,18291238,0,0,0,0,1,600,2,2,0.0,Rs.
3320,18289261,0,0,0,0,4,350,1,1,0.0,Rs.
3321,18357557,0,0,0,0,3,300,1,2,0.0,Rs.
3322,310102,0,0,0,0,1,350,1,1,0.0,Rs.
3323,18419911,0,0,0,0,1,250,1,1,0.0,Rs.
3324,18447302,0,0,0,0,3,200,1,0,0.0,Rs.
3325,18486830,0,0,0,0,1,100,1,0,0.0,Rs.
3326,18419906,1,0,0,0,2,250,1,0,0.0,Rs.
3327,18479001,0,0,0,0,1,300,1,0,0.0,Rs.
3328,18313119,0,0,0,0,1,500,2,0,0.0,Rs.
3329,18458302,0,0,0,0,1,300,1,0,0.0,Rs.
3330,18294233,0,0,0,0,1,300,1,0,0.0,Rs.
3331,18286922,0,0,0,0,1,400,1,0,0.0,Rs.
3332,18419897,0,0,0,0,1,200,1,0,0.0,Rs.
3333,18481273,0,0,0,0,1,300,1,0,0.0,Rs.
3334,18419919,0,0,0,0,1,100,1,0,0.0,Rs.
3335,18481322,0,0,0,0,2,200,1,0,0.0,Rs.
3336,18419901,0,0,0,0,1,300,1,0,0.0,Rs.
3337,18419915,0,0,0,0,3,350,1,0,0.0,Rs.
3338,462,1,1,0,0,2,800,2,360,3.7,Rs.
3339,576,1,1,0,0,3,800,2,338,3.7,Rs.
3340,18161723,1,1,0,0,1,1700,3,242,4.1,Rs.
3341,18380155,0,0,0,0,4,800,2,30,3.5,Rs.
3342,18386707,1,0,0,0,4,600,2,22,3.6,Rs.
3343,9622,1,0,0,0,2,550,2,52,2.7,Rs.
3344,18138461,1,0,0,0,1,200,1,41,3.4,Rs.
3345,18365855,1,0,0,0,1,600,2,30,3.6,Rs.
3346,7383,0,0,0,0,4,300,1,38,2.6,Rs.
3347,302884,1,0,0,0,3,200,1,28,3.1,Rs.
3348,306505,0,0,0,0,2,1750,3,17,3.2,Rs.
3349,18414495,1,0,0,0,3,550,2,20,3.4,Rs.
3350,7329,0,0,0,0,3,350,1,26,3.2,Rs.
3351,18224572,1,0,0,0,1,250,1,13,2.5,Rs.
3352,9620,1,0,0,0,1,450,1,33,2.9,Rs.
3353,18354973,1,0,0,0,2,850,2,23,3.5,Rs.
3354,2211,1,0,0,0,1,350,1,23,2.6,Rs.
3355,309533,0,0,0,0,2,250,1,25,3.4,Rs.
3356,302811,1,0,0,0,1,450,1,24,2.6,Rs.
3357,309648,1,0,0,0,2,450,1,24,2.6,Rs.
3358,9557,1,0,0,0,2,400,1,19,2.3,Rs.
3359,312728,1,0,0,0,2,400,1,17,3.2,Rs.
3360,311891,0,0,0,0,2,500,2,11,3.1,Rs.
3361,1819,0,0,0,0,2,1000,3,3495,4.1,Rs.
3362,2786,1,1,0,0,2,1950,3,1971,4.2,Rs.
3363,306503,0,0,0,0,3,600,2,3311,4.2,Rs.
3364,306476,0,0,0,0,3,1400,3,1980,4.1,Rs.
3365,308016,0,0,0,0,4,2300,4,1046,3.8,Rs.
3366,2787,1,1,0,0,2,2000,4,1887,4.3,Rs.
3367,2004,0,0,0,0,1,4000,4,1934,4.9,Rs.
3368,18306523,0,0,0,0,4,800,2,877,3.6,Rs.
3369,309790,0,1,0,0,4,1600,3,3413,3.9,Rs.
3370,310592,1,1,0,0,4,800,2,1439,3.9,Rs.
3371,3431,1,1,0,0,3,1400,3,802,4.0,Rs.
3372,304299,0,1,0,0,4,1600,3,3002,4.3,Rs.
3373,301605,0,0,0,0,5,1500,3,4914,3.7,Rs.
3374,4249,0,0,0,0,3,400,1,3591,4.3,Rs.
3375,18272355,0,0,0,0,4,1800,3,749,3.9,Rs.
3376,304746,0,1,0,0,4,2000,4,1691,4.6,Rs.
3377,18258484,1,0,0,0,4,800,2,636,4.1,Rs.
3378,309788,0,0,0,0,2,1300,3,1914,4.2,Rs.
3379,18124357,1,0,0,0,1,1300,3,1523,3.4,Rs.
3380,1777,0,0,0,0,3,800,2,3530,4.3,Rs.
3381,3239,0,1,0,0,3,3000,4,50,3.3,Rs.
3382,300642,0,0,0,0,3,800,2,29,3.6,Rs.
3383,5586,0,0,0,0,2,300,1,29,3.3,Rs.
3384,18322651,1,0,0,0,2,1000,3,18,3.1,Rs.
3385,18285728,0,0,0,0,1,450,1,17,3.5,Rs.
3386,18486842,0,0,0,0,1,450,1,2,0.0,Rs.
3387,1188,1,1,0,0,3,2600,4,2549,4.2,Rs.
3388,799,1,0,0,0,2,1500,3,4373,4.4,Rs.
3389,1819,0,0,0,0,2,1000,3,3495,4.1,Rs.
3390,801,0,1,0,0,1,1500,3,1157,4.1,Rs.
3391,2675,0,1,0,0,2,4500,4,800,4.3,Rs.
3392,73,1,1,0,0,3,1200,3,768,3.9,Rs.
3393,2690,0,0,0,0,3,5000,4,696,3.9,Rs.
3394,2693,0,1,0,0,2,4500,4,541,4.2,Rs.
3395,103,1,0,0,0,1,1200,3,600,3.8,Rs.
3396,2682,0,1,0,0,1,4300,4,548,3.9,Rs.
3397,800,1,1,0,0,3,1500,3,447,3.6,Rs.
3398,803,1,1,0,0,3,1700,3,337,3.8,Rs.
3399,2689,0,1,0,0,1,5500,4,398,4.0,Rs.
3400,4924,0,1,0,0,2,1000,3,194,3.8,Rs.
3401,18463949,1,1,0,0,2,1200,3,31,4.3,Rs.
3402,18216942,1,0,0,0,2,900,2,108,4.3,Rs.
3403,18163906,1,0,0,0,3,700,2,88,4.0,Rs.
3404,1621,1,1,0,0,3,1200,3,181,3.5,Rs.
3405,5630,1,0,0,0,1,450,1,175,3.1,Rs.
3406,308257,1,1,0,0,1,1300,3,145,3.8,Rs.
3407,4250,1,1,0,0,1,1000,3,180,3.4,Rs.
3408,2217,0,1,0,0,1,1500,3,163,3.5,Rs.
3409,18358700,1,0,0,0,1,600,2,95,3.8,Rs.
3410,18436439,0,0,0,0,2,350,1,55,4.0,Rs.
3411,18349919,1,0,0,0,1,150,1,67,4.5,Rs.
3412,18254521,1,0,0,0,1,700,2,73,4.2,Rs.
3413,305763,1,0,0,0,3,900,2,174,3.5,Rs.
3414,301793,1,0,0,0,1,800,2,119,3.6,Rs.
3415,18282007,1,1,0,0,3,1000,3,84,3.5,Rs.
3416,4640,1,0,0,0,1,400,1,128,2.7,Rs.
3417,18161610,1,0,0,0,1,700,2,59,3.8,Rs.
3418,443,1,0,0,0,2,600,2,121,3.4,Rs.
3419,18365575,0,0,0,0,1,1000,3,83,4.0,Rs.
3420,18400746,1,0,0,0,2,750,2,52,4.4,Rs.
3421,18429157,0,0,0,0,1,250,1,1,0.0,Rs.
3422,18425781,0,0,0,0,1,100,1,1,0.0,Rs.
3423,18425777,1,0,0,0,1,300,1,0,0.0,Rs.
3424,18424905,1,0,0,0,1,400,1,0,0.0,Rs.
3425,18429161,0,0,0,0,1,150,1,0,0.0,Rs.
3426,18265712,0,0,0,0,2,500,2,0,0.0,Rs.
3427,18410302,0,0,0,0,1,500,2,0,0.0,Rs.
3428,18425148,0,0,0,0,1,200,1,0,0.0,Rs.
3429,18264993,1,0,0,0,1,400,1,0,0.0,Rs.
3430,18323603,0,0,0,0,2,300,1,0,0.0,Rs.
3431,18458659,0,0,0,0,1,400,1,0,0.0,Rs.
3432,18429151,0,0,0,0,1,300,1,0,0.0,Rs.
3433,18294237,0,0,0,0,1,250,1,0,0.0,Rs.
3434,309882,1,1,0,0,1,900,2,769,4.1,Rs.
3435,311211,1,1,0,0,4,1600,3,798,3.9,Rs.
3436,305,1,0,0,0,3,600,2,782,4.0,Rs.
3437,8509,0,0,0,0,2,1600,3,744,4.0,Rs.
3438,556,1,0,0,0,2,500,2,766,3.7,Rs.
3439,451,0,1,0,0,5,1500,3,749,3.9,Rs.
3440,305269,1,1,0,0,2,1750,3,711,4.1,Rs.
3441,1819,0,0,0,0,2,1000,3,3495,4.1,Rs.
3442,2786,1,1,0,0,2,1950,3,1971,4.2,Rs.
3443,306503,0,0,0,0,3,600,2,3311,4.2,Rs.
3444,306476,0,0,0,0,3,1400,3,1980,4.1,Rs.
3445,308016,0,0,0,0,4,2300,4,1046,3.8,Rs.
3446,2787,1,1,0,0,2,2000,4,1887,4.3,Rs.
3447,2004,0,0,0,0,1,4000,4,1934,4.9,Rs.
3448,18306523,0,0,0,0,4,800,2,877,3.6,Rs.
3449,309790,0,1,0,0,4,1600,3,3413,3.9,Rs.
3450,310592,1,1,0,0,4,800,2,1439,3.9,Rs.
3451,3431,1,1,0,0,3,1400,3,802,4.0,Rs.
3452,304299,0,1,0,0,4,1600,3,3002,4.3,Rs.
3453,301605,0,0,0,0,5,1500,3,4914,3.7,Rs.
3454,4249,0,0,0,0,3,400,1,3591,4.3,Rs.
3455,18272355,0,0,0,0,4,1800,3,749,3.9,Rs.
3456,304746,0,1,0,0,4,2000,4,1691,4.6,Rs.
3457,18258484,1,0,0,0,4,800,2,636,4.1,Rs.
3458,309788,0,0,0,0,2,1300,3,1914,4.2,Rs.
3459,18124357,1,0,0,0,1,1300,3,1523,3.4,Rs.
3460,1777,0,0,0,0,3,800,2,3530,4.3,Rs.
3461,4924,0,1,0,0,2,1000,3,194,3.8,Rs.
